0, 500, 1000, 1500, 2000, 2500, 3000, 3500, 4000, 4500, 5000, 5500, 6000, 6500, 7000, 7500, 8000, 8500, 9000, 9500, 10000, 10500, 11000, 11500, 12000, 12500, 13000, 13500, 14000, 14500, 15000, 15500, 16000, 16500, 17000, 17500, 18000, 18500, 19000, 19500, 20000, 20500, 21000, 21500, 22000, 22500, 23000, 23500, 24000, 24500, 25000, 25500, 26000, 26500, 27000, 27500, 28000, 28500, 29000, 29500, 30000, 30500, 31000, 31500, 32000, 32500, 33000, 33500, 34000, 34500, 35000, 35500, 36000, 36500, 37000, 37500, 38000, 38500, 39000, 39500, 40000, 40500, 41000, 41500, 42000, 42500, 43000, 43500, 44000, 44500, 45000, 45500, 46000, 46500, 47000, 47500, 48000, 48500, 49000, 49500, 50000, 50500, 51000, 51500, 52000, 52500, 53000, 53500, 54000, 54500, 55000, 55500, 56000, 56500, 57000, 57500, 58500, 59000, 59500, 60000
0.001, 0.00378444803566, 0.00656889607132, 0.001, 0.001, 0.001, 0.0178117950354, 0.203951428662, 0.458184212308, 0.558328458774, 0.676778240533, 0.976617835769, 0.86106451954, 0.931852246325, 0.980295808693, 0.909500644725, 0.950092770356, 0.989360560734, 0.952286281597, 0.967118157499, 0.961279693902, 0.9129837284, 0.90176877191, 0.947498098225, 0.940776337289, 0.959710542502, 0.902175710414, 0.352359070682, 0.832848411041, 0.601372720194, 0.225674354238, 0.945034111541, 0.65141552899, 0.655150190486, 0.711567757167, 0.873513198628, 0.590438948582, 0.916583209363, 0.302070665049, 0.704249061415, 0.850565670551, 0.754912694133, 0.890211422534, 0.910849961833, 0.931488501132, 0.889300617755, 0.883116854823, 0.906511069885, 0.915779130063, 0.901631727243, 0.860019995149, 0.875273669494, 0.520560748844, 0.823030633929, 0.815121853938, 0.917733211244, 0.862105681591, 0.922224789683, 0.945810736139, 0.842191156885, 0.80791131565, 0.843305713583, 0.87563543201, 0.891790185784, 0.885279099662, 0.878768013539, 0.918246537147, 0.896751048905, 0.926271433797, 0.996667705085, 0.950254658354, 0.960068678959, 0.972208698263, 0.974001324197, 0.964521177881, 0.967942563999, 0.943711252699, 0.9194799414, 0.866414109988, 0.914201660806, 0.914229318605, 0.855971339911, 0.938285645404, 0.94371848471, 0.884791043812, 0.938762789391, 0.924274371105, 0.931479376933, 0.964411075926, 0.951465049083, 0.959119229054, 0.963680561152, 0.953743491939, 0.943322374584, 0.96844434326, 0.969872041552, 0.958304622994, 0.964383657797, 0.969981444009, 0.964668620455, 0.963650149219, 0.951995294544, 0.963319316463, 0.960524821427, 0.967854390767, 0.958708592875, 0.95570545346, 0.962758145504, 0.96619479235, 0.96949606969, 0.96297533303, 0.966743451635, 0.978783865551, 0.97997477787, 0.976202849524, 0.965436779093, 0.979353644933, 0.978759290356, 0.975296130004, 0.971536766491
0.001, 0.00330241261978, 0.00560482523956, 0.001, 0.00320151166858, 0.00686385861161, 0.00458145258026, 0.12847768991, 0.0531182993138, 0.0499644974945, 0.0102493623189, 0.00157058161866, 0.0888949285814, 0.0356278219622, 0.00704207160233, 0.0758764474244, 0.0401657720708, 0.00467640067197, 0.037103521165, 0.0273703184049, 0.0274309912495, 0.0588499125229, 0.0810678711502, 0.0407547759388, 0.051453353706, 0.0342119253119, 0.0922319213254, 0.621608317296, 0.156648136509, 0.373370405847, 0.74718808513, 0.044660276588, 0.319477487423, 0.323153443135, 0.270693363514, 0.112029250496, 0.376234154591, 0.0699612649142, 0.671549995903, 0.278402066053, 0.13723052806, 0.222171099785, 0.101165353842, 0.0824211876481, 0.0636770214542, 0.103346870117, 0.107470312699, 0.0837735775511, 0.0779323759606, 0.0896016529225, 0.124563719945, 0.113756780768, 0.454323735632, 0.160248333135, 0.166263376961, 0.0681227163826, 0.128615082558, 0.0727454559, 0.0485708960558, 0.14335935624, 0.175541067436, 0.141847998859, 0.113493054846, 0.100631683914, 0.105957277255, 0.111282870595, 0.0725534139844, 0.094762424583, 0.0639332134687, 0.00118659210049, 0.0443079152384, 0.0338652933447, 0.0261513352065, 0.0231953731712, 0.0294871654862, 0.0273020539267, 0.0492741759739, 0.0712462980212, 0.120657653639, 0.0797789964354, 0.0774080415008, 0.134449784184, 0.0531884494265, 0.051171880844, 0.104159885777, 0.0586327777625, 0.0646682166569, 0.0599052233179, 0.0321215551527, 0.042443141455, 0.0321923607638, 0.0334009275379, 0.0386793102319, 0.0504165310486, 0.0292658562051, 0.0297690850222, 0.0410043764416, 0.0350562410789, 0.0266763027843, 0.0313149112714, 0.0317430111429, 0.041471909702, 0.0321850884436, 0.0340145463679, 0.029229836188, 0.0335609199979, 0.0420159751715, 0.0368088710586, 0.0302048334984, 0.0282541134543, 0.0324172695917, 0.0299911743091, 0.0184393024008, 0.0170133054439, 0.0181450622449, 0.0332262248868, 0.0159630995778, 0.0185538781147, 0.0204209183897, 0.0249221668832
3488.0, 3484.0, 3478.0, 3476.0, 3449.0, 3425.0, 3398.0, 3351.0, 3286.0, 3249.0, 3229.0, 3182.0, 3133.0, 3098.0, 3049.0, 2995.0, 2955.0, 2918.0, 2873.0, 2767.0, 2697.0, 2618.0, 2594.0, 2582.0, 2456.0, 2367.0, 2278.0, 2242.0, 2131.0, 2086.0, 2027.0, 1967.0, 1895.0, 1849.0, 1810.0, 1753.0, 1621.0, 1531.0, 1459.0, 1361.0, 1290.0, 1272.0, 1185.0, 1188.0, 1106.0, 1052.0, 1032.0, 991.0, 951.0, 843.0, 815.0, 780.0, 751.0, 727.0, 771.0, 684.0, 621.0, 576.0, 562.0, 543.0, 529.0, 478.0, 456.0, 445.0, 446.0, 401.0, 388.0, 388.0, 388.0, 385.0, 353.0, 335.0, 321.0, 293.0, 280.0, 256.0, 258.0, 200.0, 155.0, 133.0, 112.0, 105.0, 96.0, 90.0, 90.0, 89.0, 88.0, 86.0, 64.0, 50.0, 50.0, 48.0, 46.0, 44.0, 43.0, 42.0, 42.0, 43.0, 40.0, 38.0, 36.0, 37.0, 34.0, 31.0, 30.0, 27.0, 25.0, 24.0, 21.0, 19.0, 15.0, 15.0, 15.0, 14.0, 13.0, 12.0, 5.0, 0.0, 0.0, 0.0
0.0, 4.0, 8.0, 6.0, 29.0, 53.0, 79.0, 80.0, 138.0, 135.0, 108.0, 115.0, 138.0, 146.0, 132.0, 156.0, 173.0, 136.0, 154.0, 230.0, 251.0, 290.0, 256.0, 146.0, 228.0, 305.0, 331.0, 283.0, 373.0, 399.0, 348.0, 291.0, 288.0, 295.0, 321.0, 376.0, 503.0, 533.0, 492.0, 572.0, 586.0, 570.0, 402.0, 124.0, 205.0, 240.0, 219.0, 206.0, 237.0, 315.0, 300.0, 302.0, 288.0, 285.0, 284.0, 366.0, 269.0, 297.0, 308.0, 323.0, 332.0, 366.0, 355.0, 347.0, 332.0, 378.0, 345.0, 159.0, 124.0, 108.0, 133.0, 142.0, 153.0, 180.0, 126.0, 137.0, 120.0, 179.0, 218.0, 232.0, 248.0, 236.0, 177.0, 130.0, 118.0, 110.0, 108.0, 105.0, 99.0, 106.0, 106.0, 107.0, 108.0, 110.0, 107.0, 108.0, 107.0, 107.0, 110.0, 112.0, 110.0, 93.0, 84.0, 80.0, 77.0, 70.0, 62.0, 61.0, 61.0, 56.0, 58.0, 55.0, 52.0, 49.0, 49.0, 48.0, 53.0, 55.0, 48.0, 45.0
0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 13.0, 14.0, 23.0, 52.0, 83.0, 92.0, 97.0, 110.0, 117.0, 123.0, 159.0, 162.0, 163.0, 168.0, 177.0, 207.0, 260.0, 286.0, 294.0, 320.0, 357.0, 373.0, 381.0, 439.0, 480.0, 505.0, 518.0, 525.0, 526.0, 531.0, 575.0, 648.0, 657.0, 702.0, 731.0, 791.0, 900.0, 899.0, 902.0, 913.0, 955.0, 962.0, 964.0, 965.0, 968.0, 1000.0, 1022.0, 977.0, 982.0, 1047.0, 1054.0, 1051.0, 1054.0, 1057.0, 1073.0, 1106.0, 1123.0, 1135.0, 1134.0, 1140.0, 1266.0, 1287.0, 1301.0, 1300.0, 1301.0, 1300.0, 1300.0, 1317.0, 1322.0, 1336.0, 1334.0, 1338.0, 1344.0, 1346.0, 1354.0, 1397.0, 1425.0, 1431.0, 1438.0, 1439.0, 1442.0, 1460.0, 1464.0, 1464.0, 1465.0, 1466.0, 1466.0, 1469.0, 1469.0, 1470.0, 1469.0, 1469.0, 1469.0, 1469.0, 1477.0, 1488.0, 1495.0, 1498.0, 1508.0, 1514.0, 1515.0, 1517.0, 1523.0, 1525.0, 1527.0, 1527.0, 1527.0, 1527.0, 1528.0, 1530.0, 1531.0, 1533.0, 1533.0
0.0, 0.0, 2.0, 2.0, 3.0, 3.0, 3.0, 37.0, 41.0, 45.0, 48.0, 52.0, 52.0, 57.0, 63.0, 64.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 66.0, 66.0, 66.0, 66.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 70.0, 70.0, 70.0, 71.0, 73.0, 74.0, 74.0, 75.0, 78.0, 78.0, 78.0, 79.0, 79.0, 79.0, 80.0, 80.0, 80.0, 80.0, 80.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 84.0, 86.0, 86.0, 86.0, 86.0, 86.0, 87.0, 89.0, 89.0, 90.0, 91.0, 91.0, 92.0, 93.0, 93.0, 93.0, 93.0, 93.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0, 94.0
0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 18.0, 18.0, 18.0, 29.0, 37.0, 59.0, 64.0, 65.0, 97.0, 118.0, 118.0, 122.0, 124.0, 133.0, 191.0, 208.0, 208.0, 207.0, 210.0, 210.0, 219.0, 246.0, 253.0, 296.0, 321.0, 326.0, 326.0, 326.0, 340.0, 380.0, 384.0, 383.0, 388.0, 410.0, 485.0, 484.0, 487.0, 487.0, 488.0, 488.0, 487.0, 487.0, 486.0, 486.0, 486.0, 486.0, 486.0, 579.0, 586.0, 589.0, 590.0, 590.0, 590.0, 590.0, 591.0, 593.0, 593.0, 633.0, 693.0, 705.0, 706.0, 709.0, 716.0, 718.0, 719.0, 768.0, 774.0, 774.0, 774.0, 774.0, 775.0, 775.0, 785.0, 808.0, 833.0, 839.0, 840.0, 840.0, 841.0, 844.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 846.0, 850.0, 856.0, 857.0, 857.0, 857.0, 857.0, 858.0, 858.0, 859.0, 859.0, 859.0, 859.0, 862.0, 865.0, 866.0, 866.0, 866.0, 867.0, 872.0, 875.0
0.0, 0.0, 0.0, 3.0, 4.0, 4.0, 4.0, 5.0, 7.0, 18.0, 33.0, 38.0, 44.0, 53.0, 75.0, 92.0, 107.0, 113.0, 116.0, 145.0, 185.0, 214.0, 233.0, 244.0, 245.0, 249.0, 287.0, 330.0, 335.0, 337.0, 362.0, 429.0, 436.0, 437.0, 438.0, 439.0, 439.0, 441.0, 441.0, 444.0, 457.0, 457.0, 629.0, 718.0, 720.0, 733.0, 762.0, 770.0, 772.0, 801.0, 842.0, 873.0, 884.0, 888.0, 890.0, 890.0, 892.0, 895.0, 895.0, 895.0, 897.0, 898.0, 898.0, 899.0, 899.0, 899.0, 899.0, 899.0, 900.0, 902.0, 907.0, 908.0, 910.0, 910.0, 910.0, 910.0, 911.0, 911.0, 912.0, 913.0, 915.0, 915.0, 917.0, 917.0, 917.0, 918.0, 919.0, 920.0, 927.0, 928.0, 928.0, 928.0, 928.0, 928.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 931.0, 931.0, 931.0, 932.0, 932.0, 935.0, 936.0, 936.0, 937.0, 937.0, 938.0, 938.0, 939.0, 939.0, 940.0, 940.0, 941.0, 941.0, 941.0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
